time,angle
17.00807361234788,-31.501075287161978
17.024748194320768,-31.660751096636602
17.041422776293658,-31.660751096636602
17.058097358266547,-31.660751096636602
17.074771940239437,-31.85799889132785
17.091446522212326,-31.698532138431368
17.10812110418522,-31.660751096636602
17.12479568615811,-31.599908372269102
17.141470268131,-31.698532138431368
17.158144850103888,-31.637793430058025
17.174819432076777,-31.73610359508048
17.191494014049667,-31.478849939452726
17.208168596022556,-31.599908372269102
17.22484317799545,-31.478849939452726
17.24151775996834,-31.599908372269102
17.25819234194123,-31.637793430058025
17.274866923914118,-31.478849939452726
17.291541505887007,-31.599908372269102
17.308216087859897,-31.675468738109213
17.32489066983279,-31.478849939452726
17.34156525180568,-31.73610359508048
17.35823983377857,-31.712936001214292
17.37491441575146,-31.615041164562378
17.391588997724348,-31.73610359508048
17.408263579697238,-31.53927496761904
17.42493816167013,-31.32011822262528
17.44161274364302,-31.122470196791994
17.45828732561591,-30.746203703013293
17.4749619075888,-30.54757174890702
17.49163648956169,-29.301180657652445
17.508311071534578,-28.072486935852957
17.524985653507468,-26.982119548561496
17.54166023548036,-25.674786219544046
17.55833481745325,-23.72365842990432
17.57500939942614,-21.40867990540212
17.59168398139903,-19.51869275315251
17.60835856337192,-17.085297944487298
17.62503314534481,-14.470294100065887
17.6417077273177,-11.969016723982477
17.65838230929059,-9.541378079916663
17.67505689126348,-7.049825080370264
17.69173147323637,-4.240866141293644
17.70840605520926,-1.0970191521906865
17.72508063718215,1.5810107799606652
17.741755219155042,4.0163039094919535
17.75842980112793,6.9441305109932365
17.77510438310082,9.243333151158355
17.79177896507371,11.546690545927323
17.8084535470466,13.684019752247501
17.82512812901949,15.646896711196819
17.84180271099238,18.09277504378657
17.858477292965272,19.38661843110062
17.87515187493816,21.867826511679826
17.89182645691105,23.636192977384884
17.90850103888394,24.07088952121546
17.92517562085683,25.13823729215973
17.94185020282972,25.77662691463786
17.958524784802613,26.51258252918695
17.975199366775502,26.825484744891362
17.991873948748392,26.56505117707799
18.00854853072128,26.722890390779877
18.02522311269417,26.56505117707799
18.04189769466706,26.30222834384147
18.058572276639953,25.56458319224688
18.075246858612843,24.76688231297774
18.091921440585732,23.446756929312485
18.108596022558622,21.668984962103927
18.12527060453151,20.054319279369423
18.1419451865044,18.17126202147962
18.158619768477294,16.27458377263609
18.175294350450184,13.919966043564566
18.191968932423073,11.239284199697675
18.208643514395963,8.847115798103367
18.225318096368852,5.698548618124176
18.24199267834174,2.783859969644833
18.25866726031463,-0.12062251550695383
18.275341842287524,-3.0127875041833403
18.292016424260414,-5.996474072411539
18.308691006233303,-8.230975101190328
18.325365588206193,-10.283570651135282
18.342040170179082,-13.11867179651228
18.358714752151972,-15.492602102266169
18.375389334124865,-17.431167010044756
18.392063916097754,-19.873497338284007
18.408738498070644,-21.412969474871762
18.425413080043533,-23.304890539203114
18.442087662016423,-24.968190337845794
18.458762243989312,-25.947885322001554
18.475436825962205,-27.283134359043068
18.492111407935095,-27.84376248412779
18.508785989907985,-28.510004943482517
18.525460571880874,-29.165299053145596
18.542135153853764,-29.06568431156967
18.558809735826653,-28.96587667559685
18.575484317799543,-28.931723886883347
18.592158899772436,-28.362983033978512
18.608833481745325,-27.90325367470923
18.625508063718215,-26.873920311829885
18.642182645691104,-25.686825776343643
18.658857227663994,-24.43433978142757
18.675531809636883,-22.92386591917665
18.692206391609776,-21.280750320367662
18.708880973582666,-19.4009339838051
18.725555555555555,-17.608985631046842
18.742230137528445,-15.192409009550273
18.758904719501334,-12.994616791916505
18.775579301474224,-10.773164907533063
18.792253883447117,-8.435767513351482
18.808928465420006,-6.260577467117551
18.825603047392896,-3.6214847041173397
18.842277629365785,-1.2188752351312977
18.858952211338675,1.5776628754977118
18.875626793311564,4.258846122170349
18.892301375284454,7.650650955359411
18.908975957257347,9.958979146730307
18.925650539230237,12.39799565444679
18.942325121203126,13.977867757597647
18.958999703176016,15.414126008572842
18.975674285148905,16.226498480030234
18.992348867121795,16.8723776096721
19.009023449094688,20.34410125591839
19.025698031067577,23.479602982779465
19.042372613040467,24.276567689740904
19.059047195013356,24.85841925947858
19.075721776986246,25.448004826759426
19.092396358959135,25.448004826759426
19.10907094093203,25.82099197418928
19.125745522904918,25.82099197418928
19.142420104877807,25.772994084915595
19.159094686850697,25.40238131877081
19.175769268823586,24.973910905883404
19.192443850796476,24.010799063899608
19.209118432769365,22.729732079944693
19.22579301474226,21.380287549196357
19.242467596715148,19.466849277845093
19.259142178688037,18.206982733377988
19.275816760660927,16.56020520375326
19.292491342633816,14.357470262604505
19.309165924606706,11.80773185119258
19.3258405065796,8.626527818094955
19.34251508855249,6.54038582819662
19.359189670525378,4.0078045423723365
19.375864252498268,1.335041333136235
19.392538834471157,-1.335041333136235
19.409213416444047,-3.9658407989839075
19.42588799841694,-6.234480095541226
19.44256258038983,-8.791765388481823
19.45923716236272,-10.070160172015747
19.47591174433561,-13.260859204184845
19.492586326308498,-16.789830371184742
19.509260908281387,-17.543257715400127
19.525935490254277,-20.3638703501095
19.54261007222717,-22.10605565193227
19.55928465420006,-22.92386591917665
19.57595923617295,-24.9609815373087
19.59263381814584,-25.21959820830636
19.609308400118728,-26.513526209390985
19.625982982091617,-27.17836348180057
19.64265756406451,-27.384970581213857
19.6593321460374,-27.684364489996163
19.67600672801029,-27.53520783519842
19.69268130998318,-27.482520822822718
19.70935589195607,-27.126256358806863
19.726030473928958,-26.463101499062404
19.74270505590185,-26.000831658743035
19.75937963787474,-24.77514056883192
19.77605421984763,-23.78738016919211
19.79272880182052,-22.42416517355813
19.80940338379341,-21.11242918926546
19.8260779657663,-19.246031801487558
19.84275254773919,-17.695689467514164
19.85942712971208,-15.574398009196354
19.87610171168497,-13.6097318958122
19.89277629365786,-11.657456191473143
19.90945087563075,-8.836591132408433
19.92612545760364,-6.682016572257864
19.94280003957653,-4.085616779974877
19.959474621549422,-2.635184582451431
19.97614920352231,0.36110307290682825
19.9928237854952,3.6063086225966603
20.00949836746809,5.9020170383789985
20.02617294944098,8.709516422004967
20.04284753141387,10.67149994357109
20.059522113386762,12.958615678518584
20.076196695359652,14.123186920939592
20.09287127733254,16.059987307160643
20.10954585930543,18.47247061160724
20.12622044127832,18.88608736970929
20.14289502325121,20.96982555246255
20.159569605224103,21.976424687002414
20.176244187196993,22.565599032604606
20.192918769169882,23.891092401547407
20.20959335114277,23.891092401547407
20.22626793311566,24.105045046607387
20.24294251508855,24.259786947299038
20.25961709706144,24.105045046607387
20.276291679034333,23.856079271163946
20.292966261007223,23.27520959008573
20.309640842980112,22.628885064387994
20.326315424953002,21.494783624192333
20.34299000692589,20.184178795282467
20.35966458889878,18.621579366487577
20.376339170871674,17.050539112972125
20.393013752844563,15.213584981073618
20.409688334817453,13.199657604620942
20.426362916790342,10.75096699318805
20.443037498763232,8.873284227210082
20.45971208073612,6.432074933258222
20.476386662709015,4.307032186002318
20.493061244681904,1.7861917934584648
20.509735826654794,-0.7161599454704085
20.526410408627683,-3.2194948968528294
20.543084990600573,-5.934587842165192
20.559759572573462,-8.046702442878898
20.57643415454635,-10.504299640878378
20.593108736519245,-12.503421898002248
20.609783318492134,-14.856314613320945
20.626457900465024,-16.665757516875402
20.643132482437913,-18.36177417622764
20.659807064410803,-20.111064586724616
20.676481646383692,-21.48203832630775
20.693156228356585,-22.8225406527901
20.709830810329475,-23.904426793893002
20.726505392302364,-24.51964268819076
20.743179974275254,-25.340750719018764
20.759854556248143,-25.497551493337784
20.776529138221033,-25.698544067152646
20.793203720193926,-25.801152716147993
20.809878302166815,-25.850804194174362
20.826552884139705,-25.698544067152646
20.843227466112594,-25.182847480381024
20.859902048085484,-24.671242630869795
20.876576630058373,-23.95085531392322
20.893251212031263,-22.972721330828662
20.909925794004156,-21.993175975795445
20.926600375977046,-20.556045219583467
20.943274957949935,-18.837146157025735
20.959949539922825,-17.47888206952029
20.976624121895714,-15.592810939266347
20.993298703868604,-13.354521198703456
21.009973285841497,-11.217891140321802
21.026647867814386,-9.132258677993628
21.043322449787276,-7.227618044445893
21.059997031760165,-4.763641690726178
21.076671613733055,-3.3315455065615316
21.093346195705944,-0.1196152323040288
21.110020777678837,2.749042902855606
21.126695359651727,4.426202927438745
21.143369941624616,7.808314483967366
21.160044523597506,8.972626614896393
21.176719105570395,11.753714798153249
21.193393687543285,13.633972789404366
21.210068269516174,13.97683884482361
21.226742851489067,17.050539112972125
21.243417433461957,18.285351827319506
21.260092015434847,19.295630603139188
21.276766597407736,20.528379466295103
21.293441179380626,20.707693945021234
21.310115761353515,21.86709051930778
21.326790343326408,22.890551656248327
21.343464925299298,22.628885064387994
21.360139507272187,22.890551656248327
21.376814089245077,22.8450122468565
21.393488671217966,22.367382819917065
21.410163253190856,21.976424687002414
21.42683783516375,21.05449761831669
21.44351241713664,20.154801451597518
21.460186999109528,18.847681418275183
21.476861581082417,17.608985631046842
21.493536163055307,15.880138777075272
21.510210745028196,14.32517586245036
21.52688532700109,12.477166642005708
21.54355990897398,10.443654459157107
21.56023449094687,8.282349417031316
21.576909072919758,6.234480095541226
21.593583654892647,4.1791122576835384
21.610258236865537,1.9131351786811253
21.626932818838426,-0.5955687726058444
21.64360740081132,-2.981461219982192
21.66028198278421,-5.485486807993727
21.6769565647571,-7.727798050501592
21.693631146729988,-9.617752900364426
21.710305728702878,-11.447883522490823
21.726980310675767,-13.40883840722376
21.74365489264866,-15.172915345525261
21.76032947462155,-16.777334227812265
21.77700405659444,-18.36130390266494
21.79367863856733,-19.75523241147843
21.810353220540218,-20.98784697009377
21.827027802513108,-21.97263282277641
21.843702384486,-23.001594428320637
21.86037696645889,-23.53064874248062
21.87705154843178,-23.694971038593
21.89372613040467,-24.19625258779125
21.91040071237756,-24.301167786979768
21.92707529435045,-24.102234501161142
21.943749876323338,-24.19625258779125
21.96042445829623,-23.892502308026604
21.97709904026912,-23.635954381168922
21.99377362224201,-23.017561796881367
22.0104482042149,-22.442753365294347
22.02712278618779,-21.136953990967257
22.04379736816068,-19.855214369321057
22.06047195013357,-19.67713713672595
22.07714653210646,-17.700427788667195
22.09382111407935,-15.111828377786567
22.11049569605224,-13.554777662088126
22.12717027802513,-11.56274012928806
22.14384485999802,-9.308042461038895
22.160519441970912,-7.492763413912644
22.1771940239438,-4.9903007988212815
22.19386860591669,-3.212815596653591
22.21054318788958,-1.1910088724417596
22.22721776986247,2.1342587625022915
22.24389235183536,3.9328962722305385
22.26056693380825,6.418786730238786
22.277241515781142,8.583621480113948
22.293916097754032,9.677351418414435
22.31059067972692,12.683278095207934
22.32726526169981,13.37605077893356
22.3439398436727,14.954274535773274
22.36061442564559,17.27648364341379
22.377289007618483,17.27648364341379
22.393963589591372,18.956482476517916
22.410638171564262,20.224859431168078
22.42731275353715,20.253840601945367
22.44398733551004,21.47500333548889
22.46066191748293,21.323231230098433
22.477336499455824,21.2384305274357
22.494011081428713,21.40867990540212
22.510685663401603,20.81779377393733
22.527360245374492,20.583459466062315
22.54403482734738,19.88281644488717
22.56070940932027,18.695551610993434
22.57738399129316,18.174684255747273
22.594058573266054,16.462579299528837
22.610733155238943,15.379090625379346
22.627407737211833,13.807519016201312
22.644082319184722,11.797248130723753
22.66075690115761,10.262381566767074
22.6774314831305,8.096537167888455
22.694106065103394,6.445418036259688
22.710780647076284,4.4078332471459785
22.727455229049173,2.2434297342040384
22.744129811022063,0.23724824865332556
22.760804392994952,-1.90518622924298
22.777478974967842,-4.018308993594093
22.794153556940735,-5.898063321703185
22.810828138913624,-7.929884953004663
22.827502720886514,-10.021569881716147
22.844177302859404,-12.111059759603325
22.860851884832293,-13.726234897177179
22.877526466805183,-15.163412927622288
22.894201048778072,-16.710356681393677
22.910875630750965,-17.885804812356334
22.927550212723855,-19.126981164210797
22.944224794696744,-20.21917363387474
22.960899376669634,-20.90556933691551
22.977573958642523,-21.588652278152473
22.994248540615413,-22.14270569984544
23.010923122588306,-22.249023657212366
23.027597704561195,-22.523141041359356
23.044272286534085,-22.46117570444105
23.060946868506974,-22.37392412737544
23.077621450479864,-22.268253654648753
23.094296032452753,-22.056433527039353
23.110970614425646,-21.48203832630775
23.127645196398536,-20.890010774718505
23.144319778371425,-20.502359801222667
23.160994360344315,-19.41457852439166
23.177668942317204,-17.635186587650217
23.194343524290094,-16.90839216396815
23.211018106262987,-15.154068050312599
23.227692688235877,-12.742596939028628
23.244367270208766,-11.900589688666885
23.261041852181656,-9.347577809664934
23.277716434154545,-7.02363362948621
23.294391016127435,-5.162603815925527
23.311065598100324,-2.827124578161273
23.327740180073217,-0.821809328252705
23.344414762046107,1.4086287353384672
23.361089344018996,3.290590529052943
23.377763925991886,5.194428907734806
23.394438507964775,7.781046222983524
23.411113089937665,9.520021865774144
23.427787671910558,11.609907636324122
23.444462253883447,12.503421898002248
23.461136835856337,14.32030549107843
23.477811417829226,15.913189170468403
23.494485999802116,16.587338556927413
23.511160581775005,17.84656612281728
23.5278351637479,18.50868852418164
23.544509745720788,19.356023481472615
23.561184327693677,19.833924999496023
23.577858909666567,19.90374953730784
23.594533491639456,19.86429740341001
23.611208073612346,19.873497338284007
23.627882655585235,19.64601809359029
23.64455723755813,19.13140831962846
23.661231819531018,18.508217043231436
23.677906401503908,17.882273557973857
23.694580983476797,16.777334227812265
23.711255565449687,15.736756729654056
23.727930147422576,14.517709273764831
23.74460472939547,13.160488614174175
23.76127931136836,11.492693511309966
23.777953893341248,9.84582236785257
23.794628475314138,8.080581381601075
23.811303057287027,6.314417667795504
23.827977639259917,4.559950087411836
23.84465222123281,2.7983811188056533
23.8613268032057,0.9372706528277263
23.87800138517859,-0.9353581957571454
23.89467596715148,-2.926683993090864
23.911350549124368,-5.004987270512883
23.928025131097257,-6.506637117616014
23.944699713070147,-9.195566266093916
23.96137429504304,-10.54181741189519
23.97804887701593,-12.11876033472519
23.99472345898882,-13.260150720556473
24.01139804096171,-14.78425998402442
24.028072622934598,-16.086595509822413
24.044747204907488,-17.279074795001836
24.06142178688038,-18.39898160886866
24.07809636885327,-19.332928261523826
24.09477095082616,-19.905588179869078
24.11144553279905,-20.01215626396701
24.12812011477194,-20.37036510267009
24.144794696744828,-20.794114955503648
24.16146927871772,-20.83430653086452
