time,x,y
0.0,975,1698
0.016674269005847953,974,1699
0.033348538011695905,973,1700
0.05002280701754386,829,1653
0.06669707602339181,831,1648
0.08337134502923976,832,1643
0.10004561403508772,829,1647
0.11671988304093567,828,1648
0.13339415204678362,826,1647
0.15006842105263157,826,1648
0.16674269005847953,824,1647
0.18341695906432748,825,1645
0.20009122807017543,823,1644
0.21676549707602338,816,1650
0.23343976608187134,809,1655
0.2501140350877193,809,1653
0.26678830409356724,805,1655
0.2834625730994152,806,1654
0.30013684210526315,799,1660
0.3168111111111111,799,1661
0.33348538011695905,796,1660
0.350159649122807,794,1660
0.36683391812865496,792,1659
0.3835081871345029,790,1658
0.40018245614035086,788,1658
0.4168567251461988,785,1658
0.43353099415204677,783,1657
0.4502052631578947,782,1656
0.46687953216374267,780,1655
0.4835538011695906,781,1653
0.5002280701754386,780,1649
0.5169023391812865,782,1642
0.5335766081871345,781,1637
0.5502508771929824,783,1629
0.5669251461988304,779,1634
0.5835994152046783,777,1636
0.6002736842105263,777,1633
0.6169479532163742,777,1632
0.6336222222222222,776,1633
0.6502964912280701,776,1631
0.6669707602339181,781,1617
0.683645029239766,775,1630
0.700319298245614,778,1615
0.7169935672514619,776,1613
0.7336678362573099,774,1613
0.7503421052631578,771,1610
0.7670163742690058,769,1608
0.7836906432748537,767,1608
0.8003649122807017,766,1606
0.8170391812865496,762,1606
0.8337134502923976,759,1606
0.8503877192982455,757,1606
0.8670619883040935,754,1606
0.8837362573099414,752,1609
0.9004105263157894,752,1608
0.9170847953216373,752,1608
0.9337590643274853,752,1608
0.9504333333333332,753,1607
0.9671076023391812,754,1606
0.9837818713450291,755,1605
1.0004561403508772,753,1606
1.017130409356725,754,1604
1.033804678362573,754,1602
1.050478947368421,753,1603
1.067153216374269,754,1603
1.0838274853801169,755,1601
1.1005017543859648,754,1601
1.1171760233918129,753,1601
1.1338502923976608,753,1602
1.1505245614035087,751,1603
1.1671988304093566,752,1602
1.1838730994152047,750,1602
1.2005473684210526,749,1603
1.2172216374269005,748,1602
1.2338959064327484,747,1602
1.2505701754385965,747,1603
1.2672444444444444,746,1604
1.2839187134502923,745,1604
1.3005929824561402,745,1605
1.3172672514619883,744,1606
1.3339415204678362,743,1606
1.350615789473684,743,1605
1.367290058479532,741,1605
1.3839643274853801,740,1606
1.400638596491228,740,1606
1.417312865497076,741,1607
1.4339871345029238,743,1607
1.450661403508772,744,1609
1.4673356725146198,745,1609
1.4840099415204677,747,1610
1.5006842105263156,747,1611
1.5173584795321637,747,1612
1.5340327485380116,747,1612
1.5507070175438595,746,1612
1.5673812865497074,745,1612
1.5840555555555556,745,1612
1.6007298245614034,743,1613
1.6174040935672513,744,1613
1.6340783625730992,745,1615
1.6507526315789474,745,1617
1.6674269005847953,745,1620
1.6841011695906432,746,1623
1.700775438596491,746,1627
1.7174497076023392,746,1630
1.734123976608187,744,1632
1.750798245614035,744,1635
1.7674725146198829,743,1636
1.784146783625731,743,1637
1.8008210526315789,741,1639
1.8174953216374268,740,1638
1.8341695906432747,738,1638
1.8508438596491228,736,1638
1.8675181286549707,736,1636
1.8841923976608186,734,1636
1.9008666666666665,734,1636
1.9175409356725146,734,1636
1.9342152046783625,734,1636
1.9508894736842104,732,1636
1.9675637426900583,732,1635
1.9842380116959064,732,1634
2.0009122807017543,731,1635
2.017586549707602,731,1635
2.03426081871345,730,1636
2.050935087719298,730,1635
2.067609356725146,730,1634
2.0842836257309942,730,1634
2.100957894736842,730,1634
2.11763216374269,729,1635
2.134306432748538,730,1634
2.150980701754386,730,1634
2.1676549707602337,730,1634
2.1843292397660816,731,1634
2.2010035087719295,732,1634
2.217677777777778,732,1634
2.2343520467836258,730,1634
2.2510263157894737,730,1634
2.2677005847953216,729,1634
2.2843748538011694,728,1635
2.3010491228070173,727,1636
2.3177233918128652,728,1636
2.334397660818713,728,1637
2.3510719298245615,726,1638
2.3677461988304094,726,1638
2.3844204678362573,726,1638
2.401094736842105,724,1640
2.417769005847953,723,1640
2.434443274853801,721,1640
2.451117543859649,719,1640
2.4677918128654968,717,1639
2.484466081871345,714,1639
2.501140350877193,714,1640
2.517814619883041,714,1639
2.534488888888889,714,1638
2.5511631578947367,715,1639
2.5678374269005846,716,1638
2.5845116959064325,718,1638
2.6011859649122804,717,1639
2.6178602339181287,720,1638
2.6345345029239766,723,1638
2.6512087719298245,727,1638
2.6678830409356724,729,1640
2.6845573099415203,731,1640
2.701231578947368,733,1640
2.717905847953216,734,1642
2.734580116959064,736,1642
2.7512543859649123,738,1640
2.7679286549707602,740,1641
2.784602923976608,740,1642
2.801277192982456,742,1642
2.817951461988304,742,1643
2.834625730994152,742,1643
2.8512999999999997,742,1643
2.8679742690058476,742,1643
2.884648538011696,742,1643
2.901322807017544,744,1644
2.9179970760233918,744,1644
2.9346713450292397,746,1644
2.9513456140350876,746,1643
2.9680198830409354,746,1643
2.9846941520467833,746,1643
3.0013684210526312,747,1643
3.0180426900584796,748,1643
3.0347169590643275,747,1643
3.0513912280701754,747,1642
3.0680654970760233,746,1641
3.084739766081871,746,1642
3.101414035087719,746,1643
3.118088304093567,746,1643
3.134762573099415,746,1643
3.151436842105263,746,1641
3.168111111111111,747,1643
3.184785380116959,748,1643
3.201459649122807,748,1642
3.218133918128655,750,1642
3.2348081871345027,749,1642
3.2514824561403506,751,1640
3.2681567251461985,752,1640
3.284830994152047,757,1641
3.3015052631578947,759,1641
3.3181795321637426,766,1642
3.3348538011695905,776,1648
3.3515280701754384,788,1650
3.3682023391812863,802,1652
3.384876608187134,813,1654
3.401550877192982,831,1658
3.4182251461988304,847,1664
3.4348994152046783,862,1667
3.4515736842105262,881,1670
3.468247953216374,898,1675
3.484922222222222,919,1678
3.50159649122807,937,1680
3.518270760233918,957,1680
3.5349450292397657,980,1680
3.551619298245614,1001,1679
3.568293567251462,1023,1680
3.58496783625731,1042,1680
3.6016421052631578,1062,1677
3.6183163742690057,1082,1675
3.6349906432748536,1096,1672
3.6516649122807014,1111,1668
3.6683391812865493,1128,1666
3.6850134502923977,1139,1671
3.7016877192982456,1147,1657
3.7183619883040935,1164,1656
3.7350362573099414,1177,1663
3.7517105263157893,1178,1657
3.768384795321637,1184,1655
3.785059064327485,1184,1654
3.801733333333333,1184,1650
3.8184076023391813,1185,1651
3.835081871345029,1184,1650
3.851756140350877,1184,1652
3.868430409356725,1182,1651
3.885104678362573,1181,1656
3.901778947368421,1177,1656
3.9184532163742687,1169,1656
3.9351274853801166,1157,1658
3.951801754385965,1146,1660
3.968476023391813,1132,1664
3.9851502923976607,1115,1668
4.001824561403509,1103,1669
4.0184988304093565,1078,1676
4.035173099415204,1058,1678
4.051847368421052,1039,1678
4.0685216374269,1014,1679
4.085195906432748,995,1679
4.101870175438596,967,1678
4.118544444444444,945,1678
4.135218713450292,924,1678
4.151892982456141,900,1674
4.1685672514619885,884,1673
4.185241520467836,863,1667
4.201915789473684,843,1664
4.218590058479532,829,1663
4.23526432748538,808,1657
4.251938596491228,793,1652
4.268612865497076,785,1650
4.285287134502924,771,1647
4.301961403508772,764,1647
4.3186356725146196,758,1646
4.3353099415204674,749,1645
4.351984210526315,746,1642
4.368658479532163,743,1641
4.385332748538011,735,1659
4.402007017543859,739,1656
4.418681286549708,745,1646
4.435355555555556,751,1648
4.452029824561404,760,1648
4.4687040935672515,765,1650
4.485378362573099,774,1649
4.502052631578947,769,1662
4.518726900584795,779,1649
4.535401169590643,780,1670
4.552075438596491,780,1669
4.568749707602339,786,1652
4.585423976608187,780,1651
4.602098245614035,787,1652
4.618772514619883,782,1651
4.6354467836257305,783,1652
4.652121052631578,788,1653
4.668795321637426,783,1652
4.685469590643275,788,1653
4.702143859649123,788,1654
4.718818128654971,789,1652
4.735492397660819,795,1654
4.752166666666667,798,1655
4.7688409356725145,801,1655
4.7855152046783624,804,1654
4.80218947368421,802,1653
4.818863742690058,799,1652
4.835538011695906,799,1651
4.852212280701754,797,1651
4.868886549707602,799,1651
4.88556081871345,803,1652
4.902235087719298,809,1653
4.918909356725146,815,1654
4.9355836257309935,819,1653
4.952257894736842,821,1654
4.96893216374269,836,1655
4.985606432748538,851,1656
5.002280701754386,864,1658
5.018954970760234,870,1659
5.035629239766082,853,1652
5.05230350877193,815,1644
5.068977777777778,760,1632
5.0856520467836255,800,1641
5.102326315789473,769,1633
5.119000584795321,789,1637
5.135674853801169,788,1636
5.152349122807017,771,1634
5.169023391812865,789,1638
5.185697660818713,777,1634
5.202371929824561,790,1638
5.2190461988304095,771,1633
5.235720467836257,772,1632
5.252394736842105,794,1636
5.269069005847953,814,1640
5.285743274853801,828,1644
5.302417543859649,836,1646
5.319091812865497,835,1645
5.335766081871345,834,1645
5.352440350877193,835,1644
5.369114619883041,838,1645
5.3857888888888885,831,1642
5.402463157894736,817,1637
5.419137426900584,776,1627
5.435811695906432,770,1625
5.45248596491228,792,1630
5.469160233918128,775,1624
5.485834502923977,784,1626
5.502508771929825,787,1626
5.519183040935673,767,1622
5.5358573099415205,791,1625
5.552531578947368,797,1626
5.569205847953216,789,1623
5.585880116959064,795,1622
5.602554385964912,799,1621
5.61922865497076,803,1620
5.635902923976608,804,1619
5.652577192982456,811,1620
5.669251461988304,820,1621
5.6859257309941516,828,1622
5.7025999999999994,835,1623
5.719274269005847,838,1623
5.735948538011695,844,1623
5.752622807017544,853,1621
5.769297076023392,847,1621
5.78597134502924,824,1616
5.802645614035088,804,1610
5.819319883040936,798,1609
5.8359941520467835,799,1606
5.852668421052631,800,1604
5.869342690058479,816,1609
5.886016959064327,799,1603
5.902691228070175,804,1603
5.919365497076023,807,1601
5.936039766081871,818,1602
5.952714035087719,834,1605
5.969388304093567,834,1604
